title,petitionId,signatureCount,signaturesNeeded,signatureProgress,url,created,deadline,description,isSignable,isPublic
"Mr. Obama, return the Nobel Peace Prize !","53f330abee140fd373000003",691,99309,0.6958080335115648,"https://petitions.whitehouse.gov/petition/mr-obama-return-nobel-peace-prize/mTQzZHLJ",2014-08-19T12:07:55.000Z,2014-09-18T12:07:55.000Z,,false,true
"Declare a holiday in honor of Matthew Berry, Nate Ravitz, and Jay Soderberg. They have brought joy to millions.","53f253f47043013b78000000",524,99476,0.5267602235715148,"https://petitions.whitehouse.gov/petition/declare-holiday-honor-matthew-berry-nate-ravitz-and-jay-soderberg-they-have-brought-joy-millions/tWRVbZ8r",2014-08-18T20:23:40.000Z,2014-09-17T20:23:40.000Z,,false,true
"Pressure the Egyptian Government to Free Egyptian-American Mohammed Soltan","53f03490adfd952a53000001",475,99525,0.4772670183371013,"https://petitions.whitehouse.gov/petition/pressure-egyptian-government-free-egyptian-american-mohammed-soltan/Hnd9VGdR",2014-08-17T05:18:54.000Z,2014-09-16T05:18:54.000Z,,false,true
"End Pentagon Sales of Heavy Weaponry to Local Police Forces","53ed01cceab72a9241000000",405,99595,0.4066469200261058,"https://petitions.whitehouse.gov/petition/end-pentagon-sales-heavy-weaponry-local-police-forces/4576644D",2014-08-14T18:58:11.000Z,2014-09-13T18:58:11.000Z,,false,true
"Recognize the Unique and Historic Significance of the Visit of India's Prime Minister Narendra Modi","53eb446b6ce61c3a50000002",374,99626,0.3754040110011443,"https://petitions.whitehouse.gov/petition/recognize-unique-and-historic-significance-visit-indias-prime-minister-narendra-modi/0WG6dJ6J",2014-08-13T11:35:58.000Z,2014-09-12T11:35:58.000Z,,false,true
"Make a federal decree requiring all law enforcement officers nationwide to wear body cameras that record audio and video","53ea381b6889380b35000003",2060,97940,2.103328568511333,"https://petitions.whitehouse.gov/petition/make-federal-decree-requiring-all-law-enforcement-officers-nationwide-wear-body-cameras-record-audio/Gt549NWf",2014-08-12T15:58:44.000Z,2014-09-11T15:58:44.000Z,,false,true
"Ban the teaching of Creationism and ID in public school Science Education.","53e83ffb00e5797675000000",699,99301,0.703920403621313,"https://petitions.whitehouse.gov/petition/ban-teaching-creationism-and-id-public-school-science-education/hJ3zmwVn",2014-08-11T04:55:00.000Z,2014-09-10T04:55:00.000Z,,false,true
"Urge the FDA to Say YES to Accelerated Approval of RE-024 for treatment of PKAN.","53e7b1a76889382457000000",9289,90711,10.24021342505319,"https://petitions.whitehouse.gov/petition/urge-fda-say-yes-accelerated-approval-re-024-treatment-pkan/62wtkjg9",2014-08-13T21:24:36.000Z,2014-09-12T21:24:36.000Z,,false,true
"Release Ebola experimental drug, Zmapp to Africa.","53e4a911a9a0b1d967000002",411,99589,0.4126961813051643,"https://petitions.whitehouse.gov/petition/release-ebola-experimental-drug-zmapp-africa/kYS9kyhD",2014-08-08T10:55:35.000Z,2014-09-07T10:55:35.000Z,,false,true
"Allow WalMart Stores to Manufacture Band/Music Merchandise","53e292c96ce61c8d49000029",182,99818,0.1823318439559999,"https://petitions.whitehouse.gov/petition/allow-walmart-stores-manufacture-bandmusic-merchandise/vL56MWYY",2014-08-06T20:50:32.000Z,2014-09-05T20:50:32.000Z,,false,true
"Back Israel's Insistence on A Demilitarized Gaza","53e0521a704301ce51000000",727,99273,0.732323995446899,"https://petitions.whitehouse.gov/petition/back-israels-insistence-demilitarized-gaza/1s5XMYSP",2014-08-05T03:51:17.000Z,2014-09-04T03:51:17.000Z,,false,true
"Urge All States To Enact Laws That Ban Leaving Animals Alone In Cars During Dangerous Temperatures","53de91f92bcfa3e207000001",13491,86509,15.59490920019882,"https://petitions.whitehouse.gov/petition/urge-all-states-enact-laws-ban-leaving-animals-alone-cars-during-dangerous-temperatures/JZFXd4KN",2014-08-04T03:59:10.000Z,2014-09-03T03:59:10.000Z,,false,true
"Create a national historic site interpreting the Great Depression where Dorothea Lange photographed ""Migrant Mother""","53db0d9cadfd956148000000",232,99768,0.2325394916205597,"https://petitions.whitehouse.gov/petition/create-national-historic-site-interpreting-great-depression-where-dorothea-lange-photographed/lZJWqx9r",2014-08-01T03:56:00.000Z,2014-08-31T03:56:00.000Z,,false,true
"Support Kurdish People in Kobani","53d9967bee140f6732000002",1192,98808,1.206380050198365,"https://petitions.whitehouse.gov/petition/support-kurdish-people-kobani/jn8xYRcl",2014-07-31T01:06:40.000Z,2014-08-30T01:06:40.000Z,,false,true
"Support Israel's Right to Defend Itself","53d64cd52bcfa3fd57000002",2869,97131,2.953742883322523,"https://petitions.whitehouse.gov/petition/support-israels-right-defend-itself/vYK9WZ88",2014-07-28T13:16:24.000Z,2014-08-27T13:16:24.000Z,,false,true
"Stop using Social Security numbers as Medicare ID numbers","53d162f200e5793464000000",11822,88178,13.40697226065458,"https://petitions.whitehouse.gov/petition/stop-using-social-security-numbers-medicare-id-numbers/smdBsK0Q",2014-07-28T16:07:17.000Z,2014-08-27T16:07:17.000Z,,false,true
"Enforce the Symington Amendment, which prohibits sending aid to nuclear armed nations such as Israel.","53cfd3aba9a0b1fb5b000000",1535,98465,1.558929568882344,"https://petitions.whitehouse.gov/petition/enforce-symington-amendment-which-prohibits-sending-aid-nuclear-armed-nations-such-israel/hT6RqhVG",2014-07-23T15:32:41.000Z,2014-08-22T15:32:41.000Z,,false,true
"Stop sponsoring so-called ""Palestinians"" with tax payers money and revert funds to help Israel to stay against terrorism","53cd88f5a9a0b12e2e000000",530,99470,0.5328239670252337,"https://petitions.whitehouse.gov/petition/stop-sponsoring-so-called-palestinians-tax-payers-money-and-revert-funds-help-israel-stay-against/fSvPdq7d",2014-07-21T21:48:20.000Z,2014-08-20T21:48:20.000Z,,false,true
"help the Christians of Mosul and Iraq who are part of a modern day Holocaust","53ccbd4200e579ff79000000",57548,42452,135.5601620653915,"https://petitions.whitehouse.gov/petition/help-christians-mosul-and-iraq-who-are-part-modern-day-holocaust/S0cLfXZg",2014-07-21T07:18:45.000Z,2014-08-20T07:18:45.000Z,,false,true
"TO PASS UNEMPLOYMENT EXTENSION 2014","53c99960ee140fed07000000",324,99676,0.3250531722781813,"https://petitions.whitehouse.gov/petition/pass-unemployment-extension-2014/lrLnfvPW",2014-07-18T22:03:37.000Z,2014-08-17T22:03:37.000Z,,false,true
"declare October 6th National Coaches Day.","53c82d8800e5798232000000",751,99249,0.7566826869792139,"https://petitions.whitehouse.gov/petition/declare-october-6th-national-coaches-day/s7xqNzCZ",2014-07-17T20:23:00.000Z,2014-08-16T20:23:00.000Z,,false,true
"Demand Facebook Remove The Page Of Cop Killer Lawrence Campbell!","53c59c95704301047a000000",713,99287,0.7181201970046431,"https://petitions.whitehouse.gov/petition/demand-facebook-remove-page-cop-killer-lawrence-campbell/cH3llJCs",2014-07-15T21:32:11.000Z,2014-08-14T21:32:11.000Z,,false,true
"Prevent Child Heat Stroke Deaths in Vehicles","53c357232f2c880c3a000000",10663,89337,11.93570413154684,"https://petitions.whitehouse.gov/petition/prevent-child-heat-stroke-deaths-vehicles/ymQR1Ty0",2014-07-14T04:24:14.000Z,2014-08-13T04:24:14.000Z,,false,true
"reconsider the invitation of President Kirr of South South South the entire community calls upon President Obama","53c16c3beab72a0f48000000",298,99702,0.2988906942689214,"https://petitions.whitehouse.gov/petition/reconsider-invitation-president-kirr-south-south-south-entire-community-calls-upon-president-obama/ZcwDrWw6",2014-07-12T17:17:44.000Z,2014-08-11T17:17:44.000Z,,false,true
"allow David Howard of Riverside, CA to re-apply for Social Security disability benefits.","53c00845eab72a0718000000",220,99780,0.220485067147725,"https://petitions.whitehouse.gov/petition/allow-david-howard-riverside-ca-re-apply-social-security-disability-benefits/ZNBvpkSc",2014-07-11T15:57:42.000Z,2014-08-10T15:57:42.000Z,,false,true
"Make it legal in all u.s. states to break a cars window in order to save the life of a child, elderly or pet.","53bef140ee140fdd20000003",1883,98117,1.919137356421415,"https://petitions.whitehouse.gov/petition/make-it-legal-all-us-states-break-cars-window-order-save-life-child-elderly-or-pet/pmcpWNTG",2014-07-10T20:07:18.000Z,2014-08-09T20:07:18.000Z,,false,true
"support Israel unconditionally in whatever it needs to do to stop Hamas' terrorism. It has the right to defend itself.","53bc6dd26ce61c7f48000000",2529,97471,2.594617886345683,"https://petitions.whitehouse.gov/petition/support-israel-unconditionally-whatever-it-needs-do-stop-hamas-terrorism-it-has-right-defend-itself/YXmChhNj",2014-07-08T22:19:45.000Z,2014-08-07T22:19:45.000Z,,false,true
"adopt the bill 2277 xRussian Aggression Prevention Act of 2014x.","53b8e35eeab72adf70000002",1505,98495,1.527996344992132,"https://petitions.whitehouse.gov/petition/adopt-bill-2277-“russian-aggression-prevention-act-2014”/Z5HcPVCf",2014-07-06T05:57:25.000Z,2014-08-05T05:57:25.000Z,,false,true
"shut down 4chan.","53b8364a2f2c886e46000001",2404,97596,2.463215705561703,"https://petitions.whitehouse.gov/petition/shut-down-4chan/W4fTPV6Q",2014-07-05T17:36:32.000Z,2014-08-04T17:36:32.000Z,,false,true
"Move forward on and pass Functional Gastrointestinal and Motility Disorders Research Enhancement Act (H.R. 842)","53b5ff3b2f2c88034f000000",2271,97729,2.323772882153711,"https://petitions.whitehouse.gov/petition/move-forward-and-pass-functional-gastrointestinal-and-motility-disorders-research-enhancement-act-hr/f96nJbZS",2014-07-04T01:26:06.000Z,2014-08-03T01:26:06.000Z,,false,true
"Stop the Northeast Expansion pipeline that Kinder Morgan/Tennessee Gas plans to run through New York and Massachusetts.","53b3622900e579ef48000000",520,99480,0.5227181342983513,"https://petitions.whitehouse.gov/petition/stop-northeast-expansion-pipeline-kinder-morgantennessee-gas-plans-run-through-new-york-and/TjGvpPwj",2014-07-02T01:40:04.000Z,2014-08-01T01:40:04.000Z,,false,true
"Proclaim PANDAS/PANS Awareness Day on October 9 and Raise Awareness for Pediatric Autoimmune Neuropsychiatric Disorders","53b2bbc76ce61c6d6e000000",3988,96012,4.153647460734075,"https://petitions.whitehouse.gov/petition/proclaim-pandaspans-awareness-day-october-9-and-raise-awareness-pediatric-autoimmune/RPVllypp",2014-07-01T13:59:42.000Z,2014-07-31T13:59:42.000Z,,false,true
"Impose visa restrictions for citizens of Russian Federation","53b1d691704301db51000001",385,99615,0.3864879787180646,"https://petitions.whitehouse.gov/petition/impose-visa-restrictions-citizens-russian-federation/VJdKHtQQ",2014-06-30T21:48:53.000Z,2014-07-30T21:48:53.000Z,,false,true
"Formally address the issue of black-on-white interracial violent crime","53b14b6eeab72a7811000002",261,99739,0.2616829926107139,"https://petitions.whitehouse.gov/petition/formally-address-issue-black-white-interracial-violent-crime/hM1VP2GZ",2014-06-30T11:36:06.000Z,2014-07-30T11:36:06.000Z,,false,true
"Help save Mohammad Gulab, the Afghan villager who saved the life of U.S. Navy SEAL Marcus Luttrell.","53ad912c2bcfa3123c000000",1138,98862,1.151099512451701,"https://petitions.whitehouse.gov/petition/help-save-mohammad-gulab-afghan-villager-who-saved-life-us-navy-seal-marcus-luttrell/rLvfXgwm",2014-06-27T15:54:20.000Z,2014-07-27T15:54:20.000Z,,false,true
"Put a halt to the House of Representatives and Speaker John Boehner from using tax payer funds to sue the POTUS!","53ab6a37a9a0b1a340000000",731,99269,0.7363829594334586,"https://petitions.whitehouse.gov/petition/put-halt-house-representatives-and-speaker-john-boehner-using-tax-payer-funds-sue-potus/54BqpgQn",2014-06-26T00:39:09.000Z,2014-07-26T00:39:09.000Z,,false,true
"Issue a Presidential Memorandum to Federal agencies encouraging employees to perform volunteer community service.","53a96161adfd950d10000005",185,99815,0.1853428843360216,"https://petitions.whitehouse.gov/petition/issue-presidential-memorandum-federal-agencies-encouraging-employees-perform-volunteer-community/l0fJ4tsh",2014-06-24T11:39:01.000Z,2014-07-24T11:39:01.000Z,,false,true
"Have the State Department sponsor ""AntiRacist Hitler"" to combat today's worldwide Genocide against Whites","53a5b5266ce61c4648000001",213,99787,0.2134546584224398,"https://petitions.whitehouse.gov/petition/have-state-department-sponsor-antiracist-hitler-combat-todays-worldwide-genocide-against-whites/4hs61Fbw",2014-06-21T17:04:53.000Z,2014-07-21T17:04:53.000Z,,false,true
"Nominate former President George W. Bush respectfully be named the next U.S. Ambassador to the country of Iraq.","53a0b9daadfd95b30a00000a",987,99013,0.9968387989455931,"https://petitions.whitehouse.gov/petition/nominate-former-president-george-w-bush-respectfully-be-named-next-us-ambassador-country-iraq/YlRXWJ2N",2014-06-17T22:01:40.000Z,2014-07-17T22:01:40.000Z,,false,true
"Use all means necessary to facilitate the safe return of the 3 abducted teens in Israel, including one American citizen.","539d284ca9a0b1b87c000006",5150,94850,5.429625724828677,"https://petitions.whitehouse.gov/petition/use-all-means-necessary-facilitate-safe-return-3-abducted-teens-israel-including-one-american/wMtn95ww",2014-06-15T05:05:16.000Z,2014-07-15T05:05:16.000Z,,false,true
"#VASURGE Mr. President, Please Order a Surge for the VA TODAY and consider Ken Fisher for VA Secretary","5399c8016889381a04000005",5591,94409,5.922104884068256,"https://petitions.whitehouse.gov/petition/vasurge-mr-president-please-order-surge-va-today-and-consider-ken-fisher-va-secretary/zhWZjcMD",2014-06-12T16:19:41.000Z,2014-07-12T16:19:41.000Z,,false,true
"Lift the FDA restrictions on ripening cheese on wooden boards, which will devastate the American craft cheese industry.","5394ad0a6ce61c2c7000000b",7081,92919,7.620615805163637,"https://petitions.whitehouse.gov/petition/lift-fda-restrictions-ripening-cheese-wooden-boards-which-will-devastate-american-craft-cheese/JXNNnM7x",2014-06-08T18:47:50.000Z,2014-07-08T18:47:50.000Z,,false,true
"Direct the SEC to investigate Time Warner, Comcast, Verizon, and AT&amp;T for violating the Sherman Anti-trust Act.","538f428e00e579e212000000",1095,98905,1.107122996815125,"https://petitions.whitehouse.gov/petition/direct-sec-investigate-time-warner-comcast-verizon-and-att-violating-sherman-anti-trust-act/c3j7ChrC",2014-06-04T16:05:38.000Z,2014-07-04T16:05:38.000Z,,false,true
"Urge South Korea to change their nationality law, which prevents a ""Korean-American Obama"" from becoming president","538c77e16ce61ce42000000f",190,99810,0.1903616872056908,"https://petitions.whitehouse.gov/petition/urge-south-korea-change-their-nationality-law-which-prevents-korean-american-obama-becoming/PNTJ3QNT",2014-06-02T15:12:52.000Z,2014-07-02T15:12:52.000Z,,false,true
"Order/remove the statue of Mr. Luis Inacio LULA da Silva from a public park next to the White House in Washington D.C.","538807aaa9a0b16a1700000b",718,99282,0.7231925223101872,"https://petitions.whitehouse.gov/petition/orderremove-statue-mr-luis-inacio-lula-da-silva-public-park-next-white-house-washington-dc/S8bvlvwj",2014-05-30T04:52:07.000Z,2014-06-29T04:52:07.000Z,,false,true
"Address why White countries have been selected for Genocide.","53867eeaee140fb81a000000",409,99591,0.4106796798907532,"https://petitions.whitehouse.gov/petition/address-why-white-countries-have-been-selected-genocide/vDpn2Ssd",2014-05-30T18:56:41.000Z,2014-06-29T18:56:41.000Z,,false,true
"Ultimatum for Russia: the return of the Crimea in the course of one month Ukraine.","53859c182bcfa38954000005",1565,98435,1.58988164778788,"https://petitions.whitehouse.gov/petition/ultimatum-russia-return-crimea-course-one-month-ukraine/XrBG23kn",2014-05-28T08:20:50.000Z,2014-06-27T08:20:50.000Z,,false,true
"implore the world's people concerned about China Wang Yan
x","5383d761ee140f9a3f00000b",413,99587,0.4147127637141394,"https://petitions.whitehouse.gov/petition/implore-worlds-people-concerned-about-china-wang-yan-恳求全世界的人民关注中国王焰/1fB9vGln",2014-05-27T00:16:51.000Z,2014-06-26T00:16:51.000Z,,false,true
"Keep The Words, ""IN GOD WE TRUST"" On All American Currency","537f43a72bcfa33923000003",6949,93051,7.467947684603067,"https://petitions.whitehouse.gov/petition/keep-words-god-we-trust-all-american-currency/4NQ9GXsj",2014-05-23T13:58:43.000Z,2014-06-22T13:58:43.000Z,,false,true
